CODGEO,LIBGEO,part_ouvriers
0,42.4,14.7
11.7,24.4,32.4
13.5,16.3,33
0,0,57.8
8.1,25.2,7.6
8.2,25.8,20.8
10.1,21.6,40.7
17.5,14.7,28.8
11.9,30.1,35.3
16.3,24.7,32.9
11.7,22.8,34.5
0,33.5,33.2
23.4,23.6,17.6
6.9,26.6,27.3
25.4,20.5,13.1
13.9,13.6,22.3
0,9.8,21.7
23.6,17.2,34.3
7.7,16.5,29.7
0,100,0
5.9,26.6,24.3
0,33.4,25.2
7.3,20.8,19.2
9.9,15.8,39.5
7.2,25.1,25.1
13.1,19.5,15.2
11.3,15.7,42.5
50.2,0,0
0,25.7,25.1
2.8,25.4,32.6
0,12.4,38.9
14.6,32.8,17.3
10.3,22,29.7
11.4,33.4,23.5
18.4,31.6,28.1
23.1,9.9,0
22.1,22.9,27.1
0,66.8,0
0,26.5,16.9
0,0,0
3.3,25.7,28.8
32.7,20.1,15.3
18.2,18.1,0
16.2,20.8,6.8
22,52.8,0
12.6,24.6,0
9.8,38.9,6.4
3.1,62.4,5
5.2,15,30.9
9.5,29.3,29.7
11.2,23.4,30
0,0,13.1
13.9,29.6,18.6
15.3,31.7,18
0,9.9,37.7
12.4,17,34.8
6,44.1,10.3
0,0,0
4.1,15.4,7.6
8.9,42.9,16.8
10.7,27.9,28.6
22.4,7.5,7.3
3.8,26.3,25.8
0,49.1,10.3
10.4,20.5,26.1
12.6,31.1,11.5
9.8,19.4,0
19.9,19.3,21
21.9,19.8,15.9
28,26.3,8.3
3.1,15.5,34.6
5.8,24.3,29.4
8.9,21.9,26.3
9.9,20,22.3
23.2,29.3,10.4
21.7,7.4,6.9
5.1,20.9,34.3
5.1,15.1,54.2
16.3,13,22.3
18.5,23.3,14.9
30.4,21.3,9.4
8.1,22.5,15.5
19.6,17.3,24.8
30.6,24.9,4.3
4.6,9.9,29.7
15,32.5,9.7
20.9,28,16.1
11.6,28.5,11.3
18.7,17.8,15.4
9.3,9.3,13.8
21.3,20.1,25.3
0,24.9,20.9
6.1,18.9,18.4
21.9,21.1,26.7
15.2,25.4,18.1
11,11.1,33.9
5.5,34.1,22.4
17.9,32.5,14
6.5,26,26.1
13.4,23.4,16.8
0,32.4,13.6
13.6,14.3,24.1
6.7,44.2,12.5
8.2,13.7,33.6
8.8,21.6,42.1
5,15.2,31.2
11.1,21.9,24.4
22.5,25.2,15.5
11.1,21.8,25.3
17.6,11.7,8.4
28.5,22.7,12.5
16.1,14,21.4
0,55.1,0
17.9,26.5,8.5
8,36.5,20.2
0,22.2,44.7
9.7,29.2,4.1
37.5,24.8,5.9
9.2,28.1,25.9
2.4,45.3,12.8
2.6,29.1,24.9
17.8,16.7,20
18.8,18.7,19.5
19.5,23.1,7.7
16.3,28.5,16.3
20.3,33.8,8.6
6.9,26.7,27.4
14.6,33.6,17.9
14.4,25.8,13.8
7.8,41.8,21.7
11.3,37.5,15
0,15.4,39.6
11.8,24.3,30.7
12,33,9.7
15.1,17,35.1
8.6,17.2,36.1
23.2,18.4,25.7
17.4,4.2,29.9
2.1,19.9,18.8
22.7,0,16.8
7.6,26.4,18
22.6,14,12.5
11.7,30.7,21.2
5.7,21.3,30.2
3.4,23.3,16
6.3,15.7,17.2
15.6,18.4,20.9
18.4,18.3,27.2
2,14.8,12.9
16.7,24.3,21.1
42,22.2,5.2
19.3,16.8,26.3
12.3,22.9,26.5
0,33.8,20.8
9.7,28.7,14.3
10.1,29.3,22.7
14.7,25.3,15.4
33.2,23.5,8.9
26.7,13.6,6.6
10.7,12.6,33.7
30.9,18.3,4.1
38.4,8.1,10.2
0,18.9,26.9
21.2,15,18.7
3.2,11.2,38.4
14.4,21.6,18.9
0,16.5,0
5.2,24.7,33.9
17.2,20.3,21.3
5.9,32.3,5.5
8.9,0,18.8
17.1,18.4,21.5
14,12.1,29.5
15,24.3,23.9
18.8,28.3,11.3
22.1,24.2,12.6
4.9,17.3,33.8
20.4,24.2,7.2
22.5,24.4,15.2
17.9,16.7,18.4
26.8,32.8,4.9
12.9,36,7.3
7.7,27.1,22
20.2,15.9,13
11.2,24.6,30.1
13.1,19.3,19.9
6.5,32.3,25.3
12.6,19.9,44.6
8.5,15.7,27.3
13.9,17.1,35.2
0,46.7,13.1
6.2,26.1,12.4
0,48.3,11.7
4.5,29.1,23.7
15.1,25,20.8
3.8,14.6,32.8
11.4,20.4,19.2
15.6,29.5,22.1
7.6,13.1,14.3
4.8,12.4,42.5
0,11.7,41.7
8.8,14.2,43.8
13.7,30.6,16.4
16.6,24.4,19.5
8,20.7,31.1
11.8,16.8,26.7
10.2,29.5,14.1
4.5,26.8,26.5
4.7,18.9,24.8
0,24.1,8.5
4.6,32,9
0,29.5,40.1
6.4,21.7,12.8
2.9,27.5,28.4
16.6,27.2,5.6
14.3,9.6,36.8
38.7,20.8,6.2
16.7,0,0
3.9,16.4,36.4
36,19.5,5
0,23.6,23.4
12.4,17.5,28
0,23.7,28.7
16,18.8,23.5
2.1,17,37.4
18.5,17.6,31.1
19,34.4,9.4
5.7,17.4,32.3
19.1,25.4,19.7
25.4,16.5,13.3
13.1,15.8,30.8
20.2,22.6,16.4
18.1,20,13.6
15.7,38.9,25.2
0,13.5,23.2
1.5,12.8,28.6
0,21.7,17.6
28.6,14,7.9
3.9,23.8,40.6
6.8,20,43.1
17.1,19.7,21.8
10.1,30,27
6.2,12.8,42.6
7.9,25.6,27.8
9.6,21,28.7
0,22.3,40.1
8.7,17.4,15.8
14.6,32.2,10.6
24.1,21.3,10.6
10.8,16.7,25.8
26.1,21.4,22
9.7,17.3,26.6
10,26.2,32.4
17.3,15.2,11.3
5.1,14.9,36.8
15.9,19.3,25.3
4.5,28.9,41
17.7,27.7,21.8
25.5,27.7,8.8
17.7,19.7,13.6
8.5,25.5,23.2
9.2,23.8,32.4
10.3,24.9,19.2
30.8,27.6,11.4
13.7,38.6,0
22.3,22.2,11.1
6.4,26.5,9.2
12.3,32.6,10.6
19.9,23,21.3
4,16.1,15.3
0,26.7,19.6
19.9,20.7,23.6
19.5,26.1,13.7
0,29.8,9.4
9.2,23.9,11
13.7,29.6,20.3
10.1,12.5,20.8
33.8,22.8,10.5
5.6,29,22.1
26.9,19.8,18.4
2.9,40.5,11.2
18.1,22.1,31.7
17.8,19.5,26.8
10.8,25.5,32.2
13.7,18.2,36.3
16.7,24.6,18.6
16.3,16.8,28.8
19.1,18.4,28.5
15.6,15.7,33.7
23.1,19.1,23.7
3.3,23.2,24
10.1,20.2,35.5
17,23.5,25.5
11.8,22.9,31.6
15.6,27.7,14.6
15.9,16.3,33.2
19,25.1,17.2
13.5,25.8,25.8
14.4,24.2,28.4
16,16,32.1
26.6,21.1,17.8
12.2,24.9,26.5
8.7,53,9.2
18.8,25,8.9
17.2,28.3,13.3
21,18.2,15.2
37.7,11.7,15
13.9,18.3,23.1
19.2,18.6,26.4
16.2,34.9,18.8
0,0,0
9.4,6.7,54.3
0,0,0
0,49.9,10.1
100,0,0
11.8,5.9,46.5
24.9,0,25.3
0,0,20.9
0,39.5,20.7
0,0,33.8
0,49.3,25.6
6.9,34.2,23.7
0,0,0
11.1,0,44.6
10.5,0,62.2
14.5,0,42.3
0,0,23
3.7,25.5,29.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
11.3,7.8,27.9
25,0,25
33.3,0,33.3
0,0,0
0,30.4,31.2
0,0,0
8.8,12.3,50.3
0,0,33.3
0,0,16.5
0,0,19.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
15.8,16,15.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,33.2,34.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
4,16,26.2
8.4,25.4,0
0,33.9,0
0,75,0
5.7,27.8,33.3
0,0,53.6
0,0,24.9
0,0,27.5
0,19.9,0
9.1,18,52.2
0,0,33.7
50,0,50
0,27.9,0
0,25,0
100,0,0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,100,0
13.9,14.5,0
0,50,25
0,0,0
4.6,25,15.9
14,4.3,32.5
0,32.5,0
0,0,25
0,0,49.5
50,50,0
0,32.6,0
0,0,0
0,17,15.4
0,0,0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,100
0,32.8,0
0,100,0
0,15,27.3
0,34.3,33.3
0,28.8,0
0,7.5,46.2
0,39.8,0
0,48.6,11.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,29,14.1
9.8,9.9,41.6
0,10.8,5.4
0,0,0
0,25.6,23.1
33.3,0,33.3
0,0,0
0,0,0
0,0,0
0,0,25.4
0,10.6,66.3
0,47.7,0
27.6,25.4,22.5
0,34.3,34.3
0,0,50.8
0,49.9,0
0,0,0
0,0,0
21.3,19.6,19.2
50.4,0,49.6
0,20.4,12.4
0,28.1,40.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,25.6,25.2
23.8,27.3,0
0,0,12.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,38.1,23.8
0,0,25
0,0,64.3
0,51.5,0
9.5,29.7,16.2
0,0,0
0,39.1,0
15.9,22.7,33.1
11.5,23.7,37.8
6.7,30.4,36.2
0,0,0
0,76,0
0,32.4,35.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,31.2,22.9
0,16.8,16.8
8.5,15.7,51.7
5.3,20.6,19.3
13.5,0,45.3
0,20.5,39.8
49.3,0,0
0,31.6,39.9
0,0,0
10.2,9,64.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
100,0,0
0,0,32.3
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
7.2,15.4,61.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,26.7,19.9
0,8.8,71.6
0,30,10.1
0,18.8,0
0,0,49.9
4.9,55.7,0
0,0,27.1
5.4,21.4,37.1
5.2,9.8,36
0,0,0
0,23.3,19.7
0,0,0
0,28.7,0
0,26.4,12.8
0,27.3,25.5
6.1,13.4,26.2
0,0,0
12.4,35,25.2
0,0,100
0,4.6,60
14.8,21.2,22.2
0,0,16.4
0,0,32.7
6.9,26.1,44.7
0,0,0
0,0,0
0,0,0
0,38,41.2
2.3,18.6,44.3
4.7,7,48.9
0,0,0
9.1,36.3,0
0,0,49.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,48.9,0
0,25.4,10.6
0,0,19.9
0,0,26.4
0,32.1,0
0,0,0
0,0,0
0,15,70
0,16.7,49.8
0,14.3,28.6
0,0,100
0,73.7,0
19.7,10.5,49.9
5.8,30,17.5
13.8,24.1,32.3
0,0,76.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,48.8
0,40.2,39.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,34.4,31.2
0,42.7,0
0,27.3,0
10.8,32.5,28.5
0,0,100
14.3,14.3,28.3
0,100,0
15.1,15.1,28.8
0,73.5,0
0,41.1,0
0,9.8,21.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,100
0,29.5,22.7
0,0,0
11.7,0,43.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
11,16.2,9.9
0,33.3,0
0,28.2,28.7
7.8,36.8,34.1
12.2,33.9,17.8
35.5,0,0
0,0,0
0,0,22.7
0,54.9,45.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,74.8,25.2
0,13.6,44.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
50,0,0
0,0,33.7
13.6,11.8,41.5
0,20.8,49.5
0,0,25.4
0,50.1,0
10.7,18.2,35.4
0,0,26
9.2,16.7,13.1
0,0,25.3
0,15.2,39.4
0,0,0
0,11.2,69.8
0,19.2,6.1
0,20.2,20.1
6.4,46.6,12.9
8.5,48,17.4
5.1,28.6,41.7
7.6,18.9,46
0,16.6,66.8
5.1,24.6,50.1
5.1,35.2,14
0,66,0
0,19.7,60
0,0,0
14.4,42.8,14
5.8,8.5,69.8
0,0,0
0,0,0
0,50.1,16.6
0,0,33.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,100
12,9.6,13
0,0,24.9
8.3,8.3,33.4
0,0,100
10.9,39.8,19.9
9.4,23.8,38.4
8.4,23.8,36.1
12.6,12.6,36.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
13.4,25.6,28.3
0,0,50
0,0,100
0,0,100
24.6,0,49.8
0,21.6,11.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
8.6,32,36.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,14.8
0,0,30.6
7.6,17.5,48.7
0,0,50.2
0,25.9,0
0,42,17.7
0,50,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
16.1,14,55.9
0,0,0
9.9,18.3,22.5
0,50,0
11.1,11.2,54.9
10.7,15.8,52.1
11.4,36.6,18.7
11.4,35.3,20.8
0,42.5,10.6
0,67.1,17.4
0,100,0
8.6,18,46.3
0,0,0
0,20,39.9
0,11.5,42.8
0,0,0
0,0,0
19.3,6.9,43.2
0,29.4,51.2
0,0,30.4
5,42.9,20
21,0,0
0,41.4,43.3
0,50,0
0,20.2,0
0,24.1,38.7
0,0,0
12.8,25.2,36.7
0,0,0
10.9,26.9,35.1
0,50,0
0,50,50
16.4,25.7,31.3
0,24.9,25
6.9,23.8,38.8
6.9,0,21.7
0,0,67.1
0,0,46.7
0,17,56.1
0,40,40.1
0,50,24.9
7.1,14.3,0
18.1,36.4,6.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,100
0,35.3,27.8
0,20.1,19.2
0,0,47.9
18.7,23.1,30.9
0,30.6,8.7
0,0,0
0,0,0
0,0,69
0,0,0
15.7,10.5,37.3
0,12.5,0
0,25,25
0,11.2,44.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,24.8
0,16.6,33.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
20.2,39,0
0,0,51.3
0,17.3,41.6
10.6,30.7,16.8
0,0,0
4.7,75.9,4.7
100,0,0
6.8,6.8,44.7
0,34.5,0
0,0,48.3
3.2,12.3,50.4
6.8,18.3,48
0,100,0
9.5,28.7,4.7
0,100,0
19.9,33,13.9
0,0,61.8
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,100
0,0,100
0,33.3,0
0,0,0
14.8,7.1,49.7
0,0,0
0,17.2,57.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,33.8,0
13.5,24.3,18.1
0,16.5,16.5
15.1,15.2,15
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
10.6,14,36.9
23,23.1,15.4
0,29,26.4
0,0,0
36.6,63.4,0
0,20.1,41.2
20,0,0
0,49.8,0
12.7,22.8,33
0,0,34.6
0,0,0
0,27.3,48.4
0,12.5,17.6
0,65.6,0
4.4,44.3,27
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,14.5,42.1
0,19.9,0
10.4,20.4,0
19.3,22.7,17.5
13.6,18,9.1
0,0,51.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
11.4,27.7,43.2
0,11,11.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,33.9
0,0,50.3
0,50,0
0,0,25.3
0,100,0
5.3,14.9,37.9
12.3,34.1,18.3
0,0,33.3
0,0,0
0,0,36.7
5.9,30.1,21.8
0,19.9,0
0,22.1,5.3
0,100,0
0,19,25.2
0,29,27.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.1,25,8.8
0,0,31.3
0,0,33.1
0,20.1,0
0,100,0
13.4,38,29.5
0,0,100
9.6,22.4,40.1
0,50,0
10,10.4,49.5
0,23,55
N/A - division par 0,N/A - division par 0,N/A - division par 0
7.4,53,11.7
4.6,39.7,26.9
0,0,0
0,50,0
13.8,5.7,23.1
6.6,34.1,12.2
0,0,100
0,32.1,30.5
0,0,84.7
8.8,30.7,27.9
0,17.5,70.3
100,0,0
0,29.3,51.1
0,0,49.1
0,0,0
0,18.1,0
19.2,5.3,42.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,11.8,37.5
9.6,15.8,33.6
0,0,19
16.6,41.5,8.5
0,0,0
26.5,15.6,8.2
0,0,66
0,19.9,37
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,8.9,18
11.4,22.7,22.4
0,0,100
0,24.2,26.2
16.4,42,0
0,0,0
0,0,0
0,19.7,40.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
15.4,19.8,39.4
2.6,45.4,23.6
0,0,0
0,14.4,42.3
0,22,54.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
34.7,65.3,0
0,0,80.2
0,0,33.4
8.3,18.3,45.5
0,0,52.2
14.3,14.6,14.3
15.9,33.4,18.2
0,0,0
3.8,30,15.5
11.7,32.4,21.9
49.4,0,50.6
0,0,49
0,22.9,25.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,100,0
11.5,9.6,69
0,0,0
0,0,0
0,20.9,14.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,24.8,24.8
0,0,0
0,0,100
0,8.8,10.6
80,0,0
0,25,25
0,0,100
12.2,28.3,22.7
0,50.2,0
0,12.5,49.9
0,66.1,0
0,0,0
0,50,0
0,50,0
0,0,47
0,100,0
8.7,39.5,26.6
0,25.3,24.7
3.8,17.7,55.8
10.5,20,52.6
0,0,0
0,11.7,50.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
6.5,33.2,5.9
0,0,0
0,33.9,32.1
16.4,12.2,26.8
0,25,0
0,0,0
67.2,0,32.8
0,25.3,0
0,60,20
14.2,57.2,0
0,0,100
0,0,0
12.9,37.3,31.5
0,20.4,32.2
0,35.9,30.3
2.9,29.4,35.8
0,46,26.4
50,25,0
0,32.9,11.7
0,0,0
22.5,14.6,10.8
7.6,21.1,16.4
9.3,29.1,15.1
8.2,8.3,42
0,20,40.2
11.8,30.1,24.1
5.9,29.2,15.8
3.7,29.9,27.6
32,0,0
9.5,9.5,52.6
0,0,0
0,50,0
0,16.3,0
0,23.4,53
3.8,15,33.7
11.4,11.2,33.2
10.4,10.3,17.8
0,25.7,0
14.1,22.3,44.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,11.3,0
4.4,40.8,19.7
0,0,100
18.1,17.6,28.2
3.5,15.9,47.4
0,24.8,25.3
0,0,64.9
0,0,50
0,0,0
5.4,14.7,21.7
0,29.3,43
8.5,14.5,46.2
0,71,0
1.3,63.6,5.2
0,100,0
7.6,7.5,25.1
0,0,50
0,13,24.7
5.7,26.6,40.4
11.1,11.1,22.2
13.6,22.5,14.1
0,27.5,54.3
0,24.1,30.4
0,33.7,8
2.8,17.5,57.8
10,17.4,46.1
0,16.3,49.6
3.7,41.6,23.5
8.8,8.8,8.8
0,32.8,33.9
0,19.2,0
8.5,34.1,17.6
0,18.2,27
22.8,0,31.9
0,0,0
0,0,0
0,0,0
7.8,15.5,37.9
13.3,38.7,15.8
0,41.6,12.3
0,59.5,40.5
10.7,29.6,29.1
14.4,31.3,19.2
0,18.1,31.7
14.5,29.1,19.7
14,19.1,37.2
0,27.4,42
0,18.9,26.8
50,0,0
8.8,15.5,40.3
0,8.1,33.2
8.9,18.8,37
13.1,13.2,67.1
12.2,6.1,62.2
11,32.6,23.3
0,0,0
0,16.7,83.3
9.2,25.5,29.7
0,0,20.1
0,11.6,30.4
7.3,10.5,40
0,0,100
12.1,10.4,55.8
0,17,17.6
0,13.4,13
0,20.3,20.3
34.4,0,33.3
5.8,5.8,47
0,57.7,14.3
7.3,13.9,30.7
0,6.1,9.3
14,30.2,14
14.7,30.8,15.9
13.5,34.4,17.5
0,53.6,46.4
22.2,22.7,22.2
0,9.5,62.5
0,9.9,49.6
0,27.2,15.9
0,21.4,46.6
0,50.9,0
0,0,33.3
0,21.3,36.5
9.1,35.9,14.2
10.9,26,28.5
0,21,26.1
8.7,27.7,27.8
0,14.3,14.3
3.3,24,36.5
0,6.6,13.3
0,0,46.1
0,0,50.2
6,0,49.6
0,0,66.9
33.3,0,0
10.7,10.7,20.7
0,0,67.7
2.6,30.8,29.3
11.1,33.2,4.9
8.9,35.6,23.4
4.1,28.9,16.9
0,0,53.8
30.8,7,0
16.4,35.7,17.9
25.1,0,0
0,16.4,49.5
8.5,8.5,23.8
0,22.2,11.1
0,17.3,48.4
0,60,0
12.2,21.2,21.4
0,39,0
16.6,16.6,16.8
2,23.5,40.5
12,34.8,23.7
6.9,42.2,19.7
0,100,0
0,25.7,12.5
17.1,26,24
7.3,14.9,47.3
8.5,26.8,11.3
2.3,23.4,26.9
9.7,16.7,48.3
10.4,21.7,38.6
0,0,80
0,6.2,50
0,0,0
13.9,18.3,22.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,51.3,48.7
0,32.3,10.1
0,0,0
0,34.6,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
11.2,11.2,31.4
8.3,14.3,36.3
0,0,48.8
0,0,24.4
0,16.4,0
0,0,35.1
0,27.8,29.3
8.2,30.1,30.9
0,40.9,13.6
4.4,14.4,35.4
0,0,100
0,0,0
13.5,31.9,25
0,0,28.8
0,24.3,20
0,10,0
4.8,23.6,0
15.7,26.9,25.5
26.2,0,0
4.7,18.2,37
12,27.9,37.9
0,35.7,52.3
9.8,34.3,25.8
15.3,7.7,38.7
8.1,7,35.5
0,0,25
8.7,27.2,27.5
0,28.5,14.7
33.6,0,49.6
0,25,24.3
0,19.7,9.5
19.5,13,28
0,0,0
10.8,20.8,29.2
0,23.2,22.8
33.6,0,0
0,20.9,20.2
0,12.8,37.7
0,43.1,32.4
3,11.8,51.9
14.6,21.5,36.3
6.5,11.9,54.6
19.1,28.4,6.1
9,29.6,10.9
0,37.5,37.4
0,24.7,25.6
7,31.2,24.2
0,29.8,20.5
2.9,18.8,48.4
15,21.9,23.7
2.6,45,21
5.7,16.8,12.1
0,25,0
4.6,44.5,19.9
4.7,13.6,62.6
4.2,24.7,21.1
33.3,33.3,0
0,21.5,0
7,24.4,39.6
6.7,46.6,11.6
0,12.9,61.3
0,29.9,39
0,14.5,28.2
8.6,34.8,22.9
5.3,28.9,22.4
0,13.6,38.2
3.8,22.9,41.4
4.1,29.8,25.4
0,24.5,23.6
0,22.3,43.7
2.1,25.1,32.4
0,100,0
0,16.2,33.4
25.5,0,12.2
0,0,0
0,29.4,30.3
6.9,4.7,63.3
3.5,29.8,33.9
0,16.8,30.2
0,25.1,0
0,32.2,35
15.5,15.1,14.6
0,0,25
0,19.6,20.5
15.3,7.7,23
16.7,29.3,17.3
19.7,12.5,20.4
0,17.9,46.8
11.8,35.4,17.5
0,33.2,0
9.7,34.5,22.7
0,21.2,11.3
13.3,11.5,0
15.4,24.7,25.6
0,11.4,20.9
8.2,42.4,19.4
15.5,28.1,20.6
0,38.1,20.6
12.7,9.9,13.7
20.7,0,18.4
6.7,13.3,46.7
9.4,31.9,26.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,20.2,20
0,27.8,0
0,16.1,16.4
0,9.8,9.8
0,10.3,30.8
3.6,25.4,23
0,22.1,10.6
22.8,0,54.9
13.1,0,0
0,22.3,48.9
16.5,6.8,55
6.3,23.3,40.8
0,43.5,9.8
3.2,29,12.9
6.5,26,28.6
12.5,12.5,0
9,15.6,35
2.5,38.3,24
0,26.5,0
9.5,14.3,9.6
16.1,0,30.7
14.8,13.8,18.5
0,0,0
30.2,0,37.8
0,0,49.1
4.2,29,33.4
9.3,37.3,20
0,17.2,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
18.4,34.1,10.9
8.5,25.1,35.2
0,13.5,0
14.4,14.4,0
0,28.2,0
0,0,100
0,16.7,0
11.5,15.2,12.5
0,0,0
1.6,18.5,48
2.8,25.3,32.1
4.6,43.4,25.1
13.9,0,44.4
0,0,0
16.7,16.7,0
7.9,11.5,38.6
0,40,13.7
20.3,12.3,22.6
64.7,0,0
0,24.8,25
0,33.4,5.5
0,5.8,28.4
0,0,0
10.1,10.1,20.2
4.1,25.9,34
0,16.7,8.7
0,34.6,0
5,35,29.8
9.8,20.2,20
24.3,8.7,25.8
6.3,17.7,23.6
3,27,27.3
0,17,0
11.1,39.1,14.2
6.2,18.9,39.5
0,0,56.2
2.4,29,26
10.9,21.4,35
17,32.5,0
0,0,0
0,0,51.7
2.6,12.4,55
7.6,26.2,31
0,0,66.7
0,16.3,0
5.4,26.2,10.6
11.5,43.6,33.1
0,27.3,11.8
0,8.5,34.4
50,0,0
11.2,11.2,11.6
7.8,30.5,27.2
0,100,0
24.5,15.1,11.8
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
2.8,24.9,36.1
0,49,0
25,0,25
0,0,14.7
0,24.7,49
3.2,32.4,36.8
10.1,15.8,36.5
6.3,16.7,36.6
3.6,21.6,33.3
0,0,100
11.4,0,17.3
0,0,33.8
7,13,39.4
0,21.2,31.7
0,40.2,26.3
0,100,0
4.4,18.2,31.5
5.3,55,7
5.6,52,20.6
4.1,12.2,34.9
100,0,0
25.5,36.9,12.5
7,23.6,41.7
0,26.6,37.1
0,20.4,23.2
0,41.9,8.2
0,9.9,25.6
0,25.2,25
4.6,37.5,30.2
0,16.6,0
8.5,15.7,19.6
0,72,13.8
0,27.2,54.9
3.9,32.3,28.4
28.7,0,14.4
5.2,20.9,21
0,37.7,24.4
0,0,24.9
2.2,46.3,14.6
0,20,0
0,22.1,44.7
0,9.5,18.3
10.7,10.8,33.6
0,33.6,0
0,51.9,18.5
10,0,19.7
8.7,12.6,40.2
17.8,25.7,31.9
4.7,8.3,70.3
0,0,0
5.3,19.5,45.6
6.2,40.6,20.4
9,38.3,21.8
9.2,30,23
0,17.3,65.4
0,41.5,14.1
0,20.3,19.9
17,16.7,0
0,42.4,44.3
8.7,35.6,3.1
0,0,0
10.8,22.1,18.8
55.7,0,16.7
0,18.1,39
4.5,13.7,4.9
0,0,12.7
20,20.1,20.6
8.3,31.9,29.4
0,22.6,23.5
0,29.1,31.1
5.8,24.2,24.6
10.3,32.9,19.3
0,13.9,43.4
5.7,37.4,28.1
13.8,9.4,25.4
13.3,17.9,26.6
13.4,23.1,27.3
21.5,40.7,16.4
0,0,74.4
14.1,11.8,51.6
50,0,0
0,32.9,16.5
0,0,0
0,0,26
33.3,33.3,33.4
0,50,0
0,10.6,38.9
13.1,32.6,11.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,11,60.6
0,28,15.9
0,0,100
12.2,21.2,0
0,50.1,18.2
0,13.7,31.4
0,0,50.2
0,33.9,0
0,21.5,29.3
0,0,11.1
20.7,30.1,29
0,0,0
0,18.2,0
0,11.1,55.6
0,0,0
13.4,28.6,18.7
0,33.4,0
0,0,0
3.7,33.2,27
3.9,11.6,54.3
4.2,25.3,37.2
0,14.4,30.1
11.5,5.6,46.2
5.7,34.4,11.6
0,19.9,33.2
10.3,35.4,23.9
0,15.5,35.2
14.1,14.1,43.5
11.9,20.6,42.2
9.2,31.7,17.5
17.5,26.7,18
0,60.6,0
0,28.1,48.3
5.7,44.4,19.5
0,20.2,39.3
11.5,34.5,21.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
7.6,27.9,23.1
0,0,81.4
0,63.8,15
4.5,22.4,15.4
0,0,0
0,25,0
48.8,26.8,0
4.8,32.8,23.6
14.4,27.8,14.4
12.6,49.3,12.7
0,32.3,24.5
3.4,48.6,10.6
7,39.9,23.2
9.9,15.4,43.7
